"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022618","GO:0022618","protein-RNA complex assembly","134/2197","234/18888",0.572649572649573,4.92317029048936,21.9085907173349,1.80239405216828e-64,8.24513351864618e-62,7.07504344688449e-62,"29777/103/545/23246/55299/84811/79577/1207/10978/8161/11052/51340/11218/9416/7919/11325/9879/8562/22907/1660/8894/1968/8661/8662/8664/3646/8665/8666/8667/8668/8669/10480/1983/3692/8487/50628/25929/79833/79760/54960/3320/27336/57461/57819/25804/51747/28985/23195/51081/4686/54475/4839/29997/121053/11051/26747/84844/5433/56342/8575/10419/8559/27339/9129/26121/55015/24148/10594/10728/22827/5822/83640/51634/84154/6134/6135/23521/6147/6169/6125/6128/6175/6208/6209/6223/6193/3921/27341/23212/8607/10856/9092/9733/7536/10291/8175/10946/23451/10992/23450/10262/83443/51639/6433/55164/10569/79753/23020/6627/6628/6629/6631/6632/6633/6634/6636/4809/6426/10772/6431/8683/11171/96764/10907/11338/10713/79084/56949/7520/55702/91746/9326/54680/8233",134
"GO:0002181","GO:0002181","cytoplasmic translation","109/2197","160/18888",0.68125,5.85682749203459,22.3832069042037,6.95851172218841e-64,2.91793591550434e-61,2.50384342845762e-61,"16/8562/170506/1660/1967/8892/8891/8890/8893/8894/1968/8661/8662/8664/3646/8665/8666/8667/8668/8669/10480/1973/1974/1981/1983/2107/2197/3192/79727/28985/56339/2475/4686/22916/26986/5315/10399/6134/4736/6135/6136/6137/23521/9045/6138/6139/6141/6142/6143/6144/6146/9349/6147/6152/6154/51121/6155/6157/6158/6122/6156/6160/6161/11224/6165/25873/6173/6167/6168/6169/6124/6125/6128/6129/6130/6132/6175/6176/6181/6204/6205/6206/6207/6208/6209/6210/6217/6222/6223/6187/6224/6227/6228/6229/6230/6233/6235/6188/6191/6193/6194/6201/6202/6203/3921/6301/7884/7311/4904",109
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","86/2197","103/18888",0.83495145631068,7.17822626617939,22.8103611922346,1.5455311273961e-63,5.9823943331209e-61,5.1334159389302e-61,"26574/29777/9790/705/128061/11056/57647/27292/30836/2068/5394/2091/51077/55127/55272/92856/11103/11157/84946/64745/10199/51081/55226/25983/28987/79954/25926/65083/51406/64434/8602/10528/51602/161424/4869/56902/5822/10171/83732/55781/10799/6205/6206/6207/6208/6209/6210/6217/6223/91582/6227/6228/6229/6230/6191/6193/6194/6201/6202/6203/3921/88745/27341/9136/23212/4809/153443/6838/10607/55720/90121/51118/84135/51096/27340/84294/27042/57050/84916/55813/10885/134430/23160/9277/84128/7520",86
"GO:0007059","GO:0007059","chromosome segregation","181/2197","423/18888",0.42789598108747,3.67869790203921,20.2150400125155,9.2765742322865e-61,3.33426582406183e-58,2.86109078953678e-58,"84142/60/86/10097/10096/64682/51529/25906/29882/29945/51433/196528/6790/9212/9031/56647/332/699/701/9184/51759/891/57820/8881/991/8697/996/998/990/113130/55143/983/81620/338657/1060/1062/64946/2491/64105/91687/79019/55839/80152/387103/55125/27243/51652/128866/79643/91782/9391/84191/51647/10664/8452/10540/1642/1654/5977/79980/1778/1894/10919/2068/9700/26271/2959/115106/55142/79441/54930/23354/54801/55559/93323/8841/55355/3192/3550/3619/54617/10524/10300/3832/9928/81930/146909/9493/24137/387893/57082/3837/26065/4085/9587/10459/284071/79003/54069/64210/440145/9918/23310/64151/54892/23397/29781/55706/10403/54820/25836/25936/286053/10726/83540/4926/348995/23636/11339/55795/5347/11243/5518/9055/56984/9232/29127/5885/5901/1104/55781/116028/100507650/6047/6188/23212/163786/81929/26054/151648/220134/348235/221150/292/8467/6598/6605/8243/10592/9126/10051/23137/79677/10615/147841/57405/54908/6491/10460/7013/11011/7150/7153/7156/7175/22974/7272/203068/7283/27175/10844/10426/27229/114791/85378/11065/7329/23063/7517/7756/11130",181
"GO:0006403","GO:0006403","RNA localization","109/2197","200/18888",0.545,4.68546199362767,19.0099450744626,1.23434524880921e-49,4.14081686133863e-47,3.55318190218623e-47,"25909/10189/545/22794/10576/7203/10575/22948/908/10574/10694/9793/11052/7919/170506/1660/1736/9775/1977/56943/5394/2091/2733/3178/144983/3192/3837/10128/4116/8888/4686/22916/55706/55651/65083/55505/51602/55051/57122/55746/9972/9631/23279/23165/8021/129401/348995/10762/53371/9818/23636/79902/4927/9688/4928/10204/10482/29107/8106/55795/51808/87178/9883/100101267/24148/8480/5901/5903/9939/51637/8607/10856/84324/6396/81929/55164/7884/23049/23381/23293/9887/10073/6426/6428/6432/6741/6830/6950/7013/9984/57187/84321/8563/79228/80145/9804/7175/5976/26019/65125/7514/57510/11260/4904/91746/7528/23144/9326/54680",109
"GO:0033044","GO:0033044","regulation of chromosome organization","121/2197","247/18888",0.489878542510121,4.21157301362366,18.4326176008179,2.03267120850096e-48,6.39275095073553e-46,5.485537695573e-46,"60/86/93973/64682/51529/25906/29882/29945/51433/196528/545/9212/9031/332/699/701/9184/891/10576/7203/10575/22948/908/10574/10694/8881/991/8697/996/990/55143/983/1017/1062/10664/8452/1663/170506/1736/5977/9700/5394/26271/2237/26354/54552/3178/3183/3192/3550/3619/54617/83444/10524/57082/4085/9587/10459/10445/4331/54737/4609/8260/55226/9918/23310/64151/54892/23397/29781/10403/286053/56160/54780/83540/4926/55795/5347/11284/5514/56984/5885/55781/116028/6047/51750/8607/10856/26054/8467/6598/6605/10592/10051/23137/79677/23049/23381/23293/147841/57405/54908/10460/6950/100134934/7013/26277/7153/7175/7272/11065/51377/5976/7874/23063/7517/7520/54464/7528/7756/11130",121
"GO:0000819","GO:0000819","sister chromatid segregation","115/2197","229/18888",0.502183406113537,4.31736011591829,18.3240520939154,1.80395515934356e-47,5.33970727165694e-45,4.58193440472277e-45,"84142/60/86/64682/51529/25906/29882/29945/51433/196528/9212/9031/56647/332/699/701/9184/891/8881/991/8697/996/990/113130/55143/983/81620/1060/1062/2491/64105/55125/27243/51652/128866/79643/91782/8452/10540/5977/9700/26271/3192/3550/3619/54617/10524/10300/3832/9928/81930/146909/9493/24137/387893/57082/3837/26065/4085/9587/10459/79003/440145/9918/23310/64151/54892/23397/29781/10403/25836/25936/286053/10726/83540/4926/23636/55795/5347/5518/9055/56984/29127/5885/5901/55781/116028/23212/81929/220134/348235/221150/8467/6598/6605/8243/10592/9126/10051/10615/147841/57405/54908/10460/7153/7175/22974/7272/7283/27175/11065/23063/7517/7756/11130",115
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","61/2197","74/18888",0.824324324324324,7.08686292118245,19.0337408265334,1.07829923332775e-44,3.0144454122807e-42,2.58665699129266e-42,"166378/79029/54955/23246/55299/51550/8886/22907/10969/3692/117246/2971/23560/81887/220064/84549/23195/51154/55651/84365/51388/54475/26155/79707/51491/4839/29997/4869/10412/4931/55003/23481/56342/80135/84154/6134/4736/6135/9045/6147/6154/51121/11224/6165/6125/6128/6129/6130/6175/51018/23212/26156/55153/4809/6838/55319/9875/55759/54663/9326/54680",61
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","100/2197","188/18888",0.531914893617021,4.57296700529736,17.8625092676698,2.47441019083588e-44,6.55328004225588e-42,5.62328565252565e-42,"84142/51529/25906/51433/9212/9031/56647/332/699/701/9184/891/8881/991/8697/113130/55143/983/81620/1060/1062/2491/64105/55125/27243/51652/128866/79643/91782/8452/10540/9700/26271/3192/3550/3619/54617/10524/10300/3832/9928/81930/146909/9493/24137/387893/57082/3837/26065/4085/9587/10459/79003/440145/9918/23310/64151/54892/23397/29781/10403/25836/25936/286053/10726/83540/4926/23636/55795/5347/5518/9055/56984/29127/5885/5901/23212/81929/220134/348235/221150/8467/8243/10592/9126/10051/10615/147841/57405/54908/7175/22974/7272/7283/27175/11065/23063/7517/7756/11130",100
"GO:0098813","GO:0098813","nuclear chromosome segregation","133/2197","317/18888",0.419558359621451,3.60701788644969,16.9828798462149,1.48527767159176e-43,3.73695862172488e-41,3.20663632045759e-41,"84142/60/86/10097/10096/64682/51529/25906/29882/29945/51433/196528/6790/9212/9031/56647/332/699/701/9184/51759/891/57820/8881/991/8697/996/998/990/113130/55143/983/81620/1060/1062/2491/64105/55125/27243/51652/128866/79643/91782/8452/10540/1642/5977/79980/1778/1894/10919/9700/26271/3192/3550/3619/54617/10524/10300/3832/9928/81930/146909/9493/24137/387893/57082/3837/26065/4085/9587/10459/284071/79003/440145/9918/23310/64151/54892/23397/29781/55706/10403/25836/25936/286053/10726/83540/4926/23636/55795/5347/11243/5518/9055/56984/9232/29127/5885/5901/55781/116028/100507650/23212/81929/151648/220134/348235/221150/8467/6598/6605/8243/10592/9126/10051/10615/147841/57405/54908/10460/7013/7153/7175/22974/7272/7283/27175/11065/23063/7517/7756/11130",133
"GO:0006260","GO:0006260","DNA replication","123/2197","278/18888",0.442446043165468,3.8037873751977,17.0863629454157,2.8692015381215e-43,6.87515339991779e-41,5.89948105733051e-41,"86/93973/79915/545/580/675/10498/890/993/998/8318/990/8317/983/1017/1025/81620/10036/8208/1111/51550/10926/1663/1660/9093/29980/51514/1854/10919/2021/57697/26271/2237/9837/51659/64785/84296/83743/23560/3159/54617/83444/11143/22944/55388/4171/4172/4173/4174/4175/4176/79892/10445/64769/253714/4678/64318/4998/23595/5000/5001/23594/5111/11284/5422/23649/5424/5425/10714/5426/5427/5442/5515/5518/5557/5763/5884/5888/5928/5930/5932/5980/5981/5982/5983/5984/5985/55159/80010/116028/6117/6118/6119/6240/51750/51507/8607/10856/163859/25942/8467/9126/6749/11198/7013/90381/8914/54962/4796/7150/11073/10293/7270/51377/5976/57695/23063/11169/57418/7465/7528/91603/8882",123
"GO:0006354","GO:0006354","DNA-templated transcription elongation","82/2197","135/18888",0.607407407407407,5.2219895817529,17.8609273837794,1.59544365718085e-42,3.64921476497001e-40,3.1313444410315e-40,"23476/8812/79577/51755/1025/9150/9646/55837/8178/22936/6923/55250/26610/56943/100170841/2068/2071/2962/2963/10614/3192/26173/54973/57117/57508/65123/92105/80789/26512/25896/55656/55756/11143/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/4686/22916/7469/25920/51497/7936/54623/55795/51082/64425/221830/5434/5438/165918/9025/23168/9733/80349/11198/6827/6829/6830/10915/79736/9984/8563/7428/23160/80335",82
"GO:0140014","GO:0140014","mitotic nuclear division","120/2197","277/18888",0.433212996389892,3.72440922886312,16.5722971870393,4.38383601974885e-41,9.59107080494619e-39,8.22997498993584e-39,"84142/51529/25906/51433/23141/54443/6790/54998/9212/8815/9031/56647/332/79866/699/701/9184/891/8881/991/8697/998/113130/55143/983/81620/1060/1062/2491/64105/55125/1111/27243/51652/128866/79643/91782/9150/8452/10540/9700/26271/3192/3550/3619/54617/3630/10524/10300/3832/9928/81930/146909/9493/24137/387893/57082/3837/26065/4085/9587/10459/79003/27085/440145/9918/23310/64151/54892/23397/29781/10403/54820/25836/25936/286053/10726/83540/4926/23636/55795/11331/9088/5347/5518/9055/10419/56984/29127/5885/5901/5902/1104/6152/23212/81929/220134/348235/221150/8467/8243/10592/9126/10051/10615/147841/57405/54908/7175/22974/7272/7283/27175/11065/7329/27338/23063/7517/7756/11130",120
"GO:0140053","GO:0140053","mitochondrial gene expression","88/2197","164/18888",0.536585365853659,4.61311988631948,16.8601067448115,1.53096318047304e-39,3.2099194683918e-37,2.75439077469315e-37,"57505/54998/708/118487/28958/7818/60528/2617/3035/3028/55699/10128/84769/124995/65003/64928/54948/63875/9801/219927/6150/79590/51264/10573/64983/64981/51318/64979/51253/64978/51073/64975/28977/84545/84311/26589/57129/51642/740/54534/116540/128308/78988/3396/65005/55173/64963/6183/63931/64960/51021/51373/55168/28973/54460/56945/51649/64951/64432/23107/28957/65993/60488/64969/51081/26164/4528/25821/55149/54516/4701/87178/5442/9692/26024/55037/55278/54938/6832/79736/7019/64216/54931/57570/51095/7284/10352/51067",88
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","72/2197","116/18888",0.620689655172414,5.33617942962975,16.9955923906325,2.16414226241662e-38,4.35598554579217e-36,3.73781539386652e-36,"23476/8812/79577/51755/1025/9150/9646/55837/8178/22936/6923/55250/26610/56943/100170841/2071/2962/2963/10614/3192/26173/54973/57117/57508/65123/92105/80789/26512/25896/55656/55756/5469/84246/400569/9282/9440/54797/9477/9412/6837/9441/9442/80306/55588/90390/51003/29079/10001/9443/112950/55090/4686/22916/7469/25920/51497/7936/54623/55795/5438/165918/9025/23168/9733/80349/11198/6827/6829/6830/10915/7428/23160",72
"GO:0051236","GO:0051236","establishment of RNA localization","86/2197","164/18888",0.524390243902439,4.50827625253949,16.3708689357542,1.21694198514009e-37,2.35525079585574e-35,2.0210105356456e-35,"25909/10189/545/22794/9793/11052/7919/1660/9775/1977/56943/2733/3178/144983/3837/10128/4116/8888/4686/22916/55706/65083/55051/57122/55746/9972/9631/23279/23165/8021/129401/348995/10762/53371/9818/23636/79902/4927/9688/4928/10204/10482/29107/8106/55795/51808/87178/9883/100101267/8480/5901/5903/9939/51637/84324/6396/81929/7884/23049/23381/23293/9887/10073/6426/6428/6432/6741/6830/7013/9984/57187/84321/8563/79228/80145/9804/7175/5976/26019/65125/7514/57510/11260/4904/91746/23144",86
