"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032200","GO:0032200","telomere organization","141/3420","189/18888",0.746031746031746,4.12018936229463,20.2712310925141,4.63304300954034e-65,1.19764161796618e-62,9.89564784430052e-63,"86/93973/328/472/545/546/9212/641/675/10576/7203/10575/22948/908/10574/10694/80169/1499/64858/167227/170506/1736/2067/2072/9156/5394/2146/2237/54433/26354/54552/3020/3021/8350/8357/8354/8356/8358/8352/8351/8353/8968/8355/8359/8363/8362/8368/8370/554313/121504/8366/8364/8360/8367/8361/8294/8520/3178/3181/3183/3184/3192/3320/3326/3364/54617/83444/283899/220064/10459/5594/10445/4361/4609/79035/55226/4683/4751/4798/55651/55505/197370/286053/56160/54780/142/5111/80119/54984/11284/5514/5591/10728/10111/5888/5889/5892/5981/6117/6118/6119/51750/8607/10856/149840/54537/112441434/22933/84250/548593/79008/84464/50485/23137/79677/23049/23381/23293/245711/79991/6950/9894/7013/7014/54386/24144/29844/26277/8658/80351/51377/5976/7874/55135/7486/7515/7517/7520/2547/54464/7528",141
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","94/3420","103/18888",0.912621359223301,5.04023164707886,19.332888236022,2.65799250283707e-59,6.04640134545376e-57,4.99590675059565e-57,"26574/29777/9790/705/128061/25879/11056/57647/27292/30836/26284/2068/5394/2091/51077/404672/55127/55272/92856/65095/11103/11157/84946/64745/10199/51081/55226/25983/28987/79954/25926/65083/51406/64434/8602/10528/51602/161424/4869/56902/5591/5822/10171/83732/55781/8780/10799/6205/6206/6207/6208/6209/6210/6217/6218/6223/91582/6227/6228/6229/6230/51065/6191/6193/6194/6201/6202/6203/3921/88745/27341/9136/23212/85395/4809/153443/6838/10607/55720/90121/51118/84135/51096/27340/84294/27042/57050/84916/55813/10885/23160/9277/84128/7520",94
"GO:0065004","GO:0065004","protein-DNA complex assembly","156/3420","240/18888",0.65,3.58982456140351,18.986167037163,1.61740912540904e-58,3.40674285044489e-56,2.81485939018556e-56,"55723/546/11176/55814/6046/2972/55290/23523/55832/8318/81620/1058/1060/1062/1063/64946/2491/64105/55839/79172/401541/80152/387103/201254/10036/8208/1616/9787/23234/51053/83743/2957/2958/2959/404672/3024/3009/3014/8346/8970/8342/8341/8348/8349/3018/8347/8344/8343/8339/8345/3020/3021/8290/8350/8357/8354/8356/653604/126961/333932/8358/8352/8351/8353/8968/8355/8359/8363/8362/8368/8370/554313/121504/8366/8364/8360/8367/8361/8369/8294/8520/55355/3146/9735/4171/5469/84246/400569/9282/51586/10025/9440/54797/9477/9412/6837/9439/9862/81857/9441/9442/80306/55588/29079/10001/9443/112950/55090/79003/54069/79903/4673/4678/4869/11339/23126/54107/64425/5706/5888/5889/5893/5928/6047/54700/9733/6418/257218/6597/8467/6598/144108/6749/11198/6872/6881/6882/6883/6884/9014/9013/6873/83860/6874/6877/6878/10629/6879/129685/6880/6908/7013/51112/85453/29855/7343",156
"GO:0006403","GO:0006403","RNA localization","137/3420","200/18888",0.685,3.78312280701754,18.6055887331114,1.01820674409986e-55,1.86791669474061e-53,1.54338706474084e-53,"8086/25909/54890/10189/472/545/23299/22794/10576/7203/10575/22948/908/10574/10694/1070/26097/9793/11052/167227/10212/7919/170506/1660/1736/9775/1977/56943/5394/2091/10211/84248/9908/2733/3178/144983/3181/3192/3297/8570/3837/10128/4116/55110/8888/29074/4686/22916/55421/55706/55651/65083/55505/51602/54888/57122/55746/9972/9631/23279/23511/23165/8021/129401/79023/11097/348995/10762/53371/9818/23636/79902/4927/9688/4928/10204/10482/728343/8106/55795/55011/87178/9883/100101267/24148/23369/8480/5901/5903/29890/9939/51637/8607/10856/84324/6396/81929/29072/55164/7884/23049/23381/23293/9887/10073/6426/6428/6432/6741/6830/6950/7013/9984/57187/84321/8563/79228/80145/8658/9804/387990/7175/5976/26019/65110/65109/65125/55135/7514/57510/11260/4904/91746/7528/9877/9326/54680",137
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","220/3420","451/18888",0.48780487804878,2.69405220367993,17.1217201342215,3.5411716536469e-51,6.2933259982156e-49,5.19993100719729e-49,"60/86/207/55626/64682/51529/25906/29882/29945/51433/51434/54443/324/8289/57492/10776/79915/472/6790/9212/9577/580/9275/9274/332/641/79184/23476/29117/699/701/9184/808/891/9133/595/896/899/8881/991/8697/993/994/995/996/990/8317/79577/113130/55143/983/1017/1019/55755/80279/1022/1027/1032/1033/1062/1063/55835/1111/11200/27243/128866/91782/1163/1164/23332/23122/63967/51692/80169/9150/8454/8453/8452/8451/8450/10926/80174/1642/1654/9787/1785/29980/51514/1869/1871/144455/1977/1981/2029/2068/2071/9700/2146/26271/25793/2305/51343/348654/26058/2935/51512/83903/3364/3550/3619/58493/54617/65123/79831/9928/57082/9735/84967/134353/8379/4085/9587/10459/84930/8720/9833/56257/60672/4331/4361/51149/27085/4609/64859/79035/8883/4683/10403/29997/286053/83540/4998/55193/5087/55795/11040/9088/5347/5356/5426/5515/5591/5720/10197/56984/5884/5885/10111/5890/5889/5932/5933/5934/1104/55920/55159/60561/55781/6118/6152/6154/51065/6198/6240/6241/50484/163859/25942/22933/6502/6597/6598/6599/6601/6602/6603/6605/23137/147841/57405/54908/245711/6491/25949/10460/6881/6873/7027/51270/90381/11073/7175/51499/9319/7272/7319/11065/27338/51720/57695/27183/9525/51322/7465/7517/7756/91603/9183/55055/11130",220
"GO:0034502","GO:0034502","protein localization to chromosome","99/3420","124/18888",0.798387096774194,4.40933786078098,17.9100019564026,8.78641220737884e-51,1.51419170373829e-48,1.25111783393107e-48,"545/546/9212/91272/675/6046/701/9184/10576/7203/10575/22948/908/10574/10694/983/1025/1058/55166/283489/91782/10664/1736/157570/2146/26354/54552/3009/8335/3012/8970/8359/8363/8362/8368/8370/554313/121504/8366/8364/8360/8367/8361/8294/83903/27336/3550/57082/9735/221496/222229/84515/254394/253714/51149/4436/27085/79035/25836/142/51588/54984/5347/5885/55920/83695/6047/6117/6118/10856/29072/112869/84250/23137/54908/245711/23514/23626/6950/7013/7014/54386/26277/8658/80351/4796/11073/1200/51112/7272/7415/80124/7443/23063/55135/7518/7520/9183/55055",99
"GO:0072594","GO:0072594","establishment of protein localization to organelle","214/3420","454/18888",0.47136563876652,2.60326145760878,16.2592290283842,1.02120177122098e-46,1.56961472241452e-44,1.29691172310966e-44,"55122/207/8943/9179/93974/8314/10134/8678/675/10576/7203/10575/22948/908/10574/10694/983/131474/128866/285521/1434/1736/55929/3301/728489/1871/1894/1994/2033/25793/55294/51024/9648/51608/80273/2931/3009/10456/55027/9146/3320/3308/3309/3312/3329/27429/10075/9670/10527/10526/55705/345611/3836/3838/3839/3840/23633/3837/3916/4000/222229/79568/5469/56947/9927/23788/130916/4580/10651/93343/79035/8031/51079/25836/57122/55746/9972/9631/23511/8021/129401/10762/53371/9818/23636/79902/4927/9688/4928/10204/5018/51025/9141/5189/5192/5194/5195/5824/5828/55670/5289/5296/10531/23203/9512/23649/9883/100101267/5514/5534/5663/25930/754/10890/7879/5898/5901/5903/29098/55696/729857/55072/140823/84268/9349/10856/10055/25813/950/6396/29927/10952/7095/11231/112869/6449/54557/57154/11267/10073/6272/28972/9789/60559/245711/80208/23514/6720/6721/6727/6728/6729/6730/6731/6726/6734/58477/6747/8027/10254/6774/6789/7341/23435/6950/7013/26519/26515/26517/10440/10245/29090/29928/100287932/90580/10469/92609/1678/26521/26520/3842/23534/9804/387990/56993/10452/84134/401505/100188893/54543/9868/7175/10155/7249/7251/10628/51271/7323/118424/7332/8266/59286/55823/84313/51160/51028/137492/55048/27072/27183/55275/51542/23355/55135",214
"GO:0006354","GO:0006354","DNA-templated transcription elongation","100/3420","135/18888",0.740740740740741,4.0909681611436,16.9474164100913,6.07866571020779e-46,9.09720312998729e-44,7.51666585328742e-44,"11047/23476/57805/8812/905/79577/51755/8621/1025/9150/1499/9646/55837/8178/6924/84337/26610/56943/100170841/2068/2071/2146/2962/2963/404672/10614/3192/26173/54973/57117/55726/81556/57508/65123/92105/80789/26512/25896/55756/51574/5469/84246/400569/9282/51586/10025/9440/54797/9477/9412/6837/9439/9862/81857/9441/9442/80306/55588/29079/10001/9443/112950/55090/4686/22916/7469/25920/51497/7936/54623/142/55193/55795/51082/64425/221830/5434/5438/81488/9400/165918/9025/23168/9733/29072/80349/11198/6827/6829/6830/6917/10915/79736/9984/8563/10102/9958/23160/80335/284695",100
"GO:2001251","GO:2001251","negative regulation of chromosome organization","79/3420","93/18888",0.849462365591398,4.69141671382758,16.7799570551117,1.10773443221943e-44,1.61530402975177e-42,1.3346630244069e-42,"25906/324/472/546/9212/9031/332/699/701/9184/891/991/55143/55755/1063/80169/167227/2067/2072/9700/5394/26271/348654/54552/83903/3178/3183/3192/3550/3619/57082/9735/8379/4085/9587/10459/4331/8260/55226/4683/10403/83540/142/55795/80119/54984/5347/56984/5885/10111/51750/548593/79008/84464/8467/23293/147841/57405/54908/79991/10923/7013/7014/54386/26277/8658/80351/7153/7175/9319/7272/23063/7515/7517/54464/7756/9183/55055/11130",79
"GO:0051983","GO:0051983","regulation of chromosome segregation","97/3420","131/18888",0.740458015267176,4.08940672291416,16.6842430320411,1.42159953461786e-44,2.02115913834294e-42,1.6700053480353e-42,"60/86/64682/51529/25906/29882/29945/51433/51434/324/8289/57492/472/9212/9275/9274/8678/332/29117/699/701/9184/51759/891/8881/991/8697/996/990/55143/983/55755/1062/1063/8452/9787/9700/26271/348654/83903/3192/3550/3619/10524/11004/57082/9735/8379/4085/9587/10459/4288/4342/9918/23310/64151/54892/23397/29781/10403/286053/83540/4926/55193/55795/5347/56984/23369/5885/55920/55781/116028/22933/6597/6598/6599/6601/6602/6603/6605/10592/10051/23137/79677/147841/57405/54908/10460/7175/9319/7272/11065/7517/7756/9183/55055/11130",97
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","161/3420","301/18888",0.534883720930233,2.95405956752346,16.0691852861833,3.29412340687063e-44,4.56919019874958e-42,3.77534451560218e-42,"60/86/10097/93973/207/256006/8289/57492/79915/472/545/546/9212/9577/9275/9274/79184/29117/10902/10576/7203/10575/22948/908/10574/10694/993/8317/983/1017/1027/81620/63922/54921/23529/80169/1499/10926/80174/1663/170506/1660/1736/55929/79075/144455/2021/57634/80314/26122/2067/2068/51010/118460/2187/2305/2521/2671/26354/3014/3146/3178/3181/3184/3297/3320/3326/54556/54617/83444/283899/10524/51111/84787/10459/6416/5594/54799/10445/64769/4292/10933/4361/55257/51149/4436/4609/79035/4683/4751/4798/4931/142/55193/5111/51588/5395/11284/5514/56979/5558/5591/10728/10111/5888/10635/5982/5983/5984/5985/165918/9025/6188/51750/8607/10856/149840/54537/112441434/84250/548593/79008/84464/6597/8467/6598/6599/6601/6602/6603/6605/23514/6742/79991/6950/7013/7014/54386/29844/8914/26277/7126/8658/80351/7155/10155/8295/7334/51377/51720/7398/7874/6944/57599/7465/55135/7486/7515/7520/8089/7528",161
"GO:0006913","GO:0006913","nucleocytoplasmic transport","171/3420","333/18888",0.513513513513513,2.83603603603604,15.8946255002354,9.95430663285722e-44,1.31651492607114e-41,1.08778518504467e-41,"8086/6059/25909/10768/55122/207/54890/10189/129138/6310/580/811/22794/146059/983/1020/1027/131474/26097/11052/1434/10212/7919/27351/1660/55929/80824/1871/1894/1959/9775/1977/3692/1994/56943/2033/84248/2733/2932/55027/3178/3181/3320/3313/9670/10527/10526/55705/3836/3838/3839/3840/23633/3837/4000/55341/84946/4116/55110/8888/23195/5469/4686/22916/55421/55706/9147/51068/65083/161424/4869/54888/57122/55746/9972/9631/23279/23511/23165/8021/129401/79023/11097/348995/10762/53371/9818/23636/79902/4927/9688/4928/10204/10482/728343/8106/11315/55795/5296/23649/9883/100101267/5501/5514/4659/5534/5566/5571/5663/5781/754/8480/5901/5902/5903/8498/5905/29098/29890/55696/9939/729857/55781/84268/9349/6209/51319/84324/55153/6396/81929/29072/23049/23381/23293/9887/57154/10073/80208/6428/6741/6774/6789/7341/6830/23435/9984/57187/84321/8563/79228/80145/3842/23534/7175/10155/7248/7249/7295/10628/7329/5976/26019/65125/7514/57510/23039/11260/91746/7531/9877",171
